ISBN,Title,FirstDate,LastDate
0399157689,STOLEN PREY,2012-06-03,2012-07-15
0316143472,WHEN YOU ARE ENGULFED IN FLAMES,2008-06-22,2016-04-10
0553447785,41,2014-11-30,2016-04-10
1596987782,OBAMA&#39;S AMERICA,2012-09-02,2016-04-10
0743294297,BEST FRIENDS FOREVER,2009-08-02,2009-09-13
045146379X,GHOST STORY,2011-08-14,2011-09-18
1439172498,OBAMA&#39;S WARS,2010-10-17,2016-04-10
0345530888,UNTIL THE END OF TIME,2013-02-17,2013-03-17
140006760X,THE SOCIAL ANIMAL,2011-03-27,2016-04-10
0312655479,HOW THE LIGHT GETS IN,2013-09-15,2013-10-06
0345542967,TRICKY TWENTY-TWO,2015-12-06,2016-01-17
0374166854,"HOT, FLAT, AND CROWDED",2008-09-28,2016-04-10
0399155686,THE DEFECTOR,2009-08-09,2009-09-06
0399158308,CELEBRITY IN DEATH,2012-03-11,2012-04-08
1250038820,HUMANS OF NEW YORK,2013-11-03,2016-04-10
0553807714,77 SHADOW STREET,2012-01-15,2012-02-05
0804178771,MAKE ME,2015-09-27,2015-11-08
1416595201,KILL SHOT,2012-02-26,2012-04-29
1476754454,MR. MERCEDES,2014-06-22,2014-09-07
1586485563,WHAT HAPPENED,2008-06-15,2016-04-10
006232005X,THE HEIST,2014-08-03,2014-09-14
0525955097,FOOL ME ONCE,2016-04-10,Not Found
0399156585,THE REMBRANDT AFFAIR,2010-08-08,2010-09-19
0399157239,DEAD OR ALIVE,2010-12-26,2011-03-20
0446580848,THE PANTHER,2012-11-04,2012-12-16
1455582271,13 HOURS,2014-09-28,2016-04-10
1439172269,THE SHADOW OF YOUR SMILE,2010-05-02,2010-06-13
0316069485,THE REVERSAL,2010-10-24,2010-11-28
0385535147,THE RACKETEER,2012-11-11,2013-03-17
159523067X,KNOWN AND UNKNOWN,2011-02-27,2016-04-10
0525953094,EDGE OF ETERNITY,2014-10-05,2015-01-18
0399155163,SCARPETTA,2008-12-21,2009-03-01
0399176608,OFF THE GRID,2016-03-27,2016-04-10
0399167064,BIG LITTLE LIES,2014-08-17,2015-03-15
0316036226,WORST CASE,2010-02-21,2010-04-18
0316154695,LET&#39;S EXPLORE DIABETES WITH OWLS,2013-05-12,2016-04-10
0062073168,THE ENGLISH GIRL,2013-08-04,2013-09-15
0446573108,THE SIXTH MAN,2011-05-08,2011-07-03
0385537131,SYCAMORE ROW,2013-11-10,2014-05-18
0345542886,TAKEDOWN TWENTY,2013-12-08,2014-01-26
0307268195,OPEN,2009-11-29,2016-04-10
0385344430,WRITTEN IN MY OWN HEART&#39;S BLOOD,2014-06-29,2014-09-14
0312609809,NO APOLOGY,2010-03-21,2016-04-10
0316407062,NYPD RED 4,2016-02-14,2016-03-27
031603438X,LIFE,2010-11-14,2016-04-10
0307460983,DRIFT,2012-04-15,2016-04-10
1455521213,THE HIT,2013-05-12,2013-07-14
0525952276,STAY CLOSE,2012-04-08,2012-05-06
0399157034,TREACHERY IN DEATH,2011-03-13,2011-04-03
0385517831,THE ASSOCIATE,2009-02-15,2009-06-14
0316211176,PRIVATE BERLIN,2013-02-10,2013-03-17
0062409859,GO SET A WATCHMAN,2015-08-02,2016-04-10
0316069353,THE FIFTH WITNESS,2011-04-24,2011-06-26
0374158460,FREEDOM,2010-09-19,2011-01-16
0312362153,ACHERON,2008-08-24,2008-09-21
0312349513,FEARLESS FOURTEEN,2008-07-06,2008-08-24
031640702X,14TH DEADLY SIN,2015-05-24,2015-07-12
0316089516,THE POSTCARD KILLERS,2010-09-05,2010-10-17
1101965495,THE FORCE AWAKENS,2016-01-24,2016-02-28
1250022061,THE LONG WAY HOME,2014-09-14,2014-10-05
0316024759,AGAINST MEDICAL ADVICE,2008-11-09,2016-04-10
0316036218,NOW YOU SEE HER,2011-07-17,2011-09-11
0345499026,THE FORCE UNLEASHED,2008-09-07,2008-10-05
1451627289,11/22/63,2011-11-27,2012-05-13
1596987855,AMATEUR,2012-06-03,2016-04-10
0451464400,COLD DAYS,2012-12-16,2013-01-20
1627795073,BILL O&#39;REILLY&#39;S LEGENDS AND LIES,2015-04-26,2016-04-10
0525427651,HOPE,2015-05-17,2016-04-10
030726999X,THE GIRL WHO KICKED THE HORNET&#39;S NEST,2010-06-13,2012-03-04
0062320130,THE ENGLISH SPY,2015-07-19,2015-09-13
1476726094,"HAPPY, HAPPY, HAPPY",2013-05-26,2016-04-10
0385344333,A WANTED MAN,2012-09-30,2012-11-25
1605292885,ONWARD,2011-04-17,2016-04-10
1439177171,UNMASKED,2009-08-02,2016-04-10
0525953493,MISSING YOU,2014-04-06,2014-05-18
0385354282,THE GIRL IN THE SPIDER&#39;S WEB,2015-09-20,2016-01-24
1476770387,REVIVAL,2014-11-30,2015-02-08
0385532458,FORD COUNTY,2009-11-22,2010-01-24
0399157786,NEW YORK TO DALLAS,2011-10-02,2011-10-23
044654695X,FIRST FAMILY,2009-05-10,2009-07-12
0316407054,PRIVATE PARIS,2016-04-03,2016-04-10
1455520659,THE LONGEST RIDE,2013-10-06,2014-02-02
110188696X,TROUBLEMAKER,2015-11-22,2016-04-10
1400067669,THOMAS JEFFERSON,2012-12-02,2016-04-10
0312383304,SIZZLING SIXTEEN,2010-07-11,2010-09-05
1416562850,LIBERTY AND TYRANNY,2009-04-12,2016-04-10
1501100076,FINDERS KEEPERS,2015-06-21,2015-09-13
0399157042,THE JUNGLE,2011-03-27,2011-04-24
1451606303,PLUNDER AND DECEIT,2015-08-23,2016-04-10
0765325950,A MEMORY OF LIGHT,2013-01-27,2013-05-05
1250061628,COMETH THE HOUR,2016-03-06,2016-03-27
1401324258,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy,2011-10-02,2016-04-10
0765325942,TOWERS OF MIDNIGHT,2010-11-21,2011-03-06
034551176X,THE BOOK OF BASKETBALL,2009-11-15,2016-04-10
039915597X,U IS FOR UNDERTOW,2009-12-20,2010-01-31
0425229734,DARK SLAYER,2009-09-20,2009-10-04
052595158X,CAUGHT,2010-04-11,2010-05-16
0525952586,BELIEVING THE LIE,2012-01-29,2012-02-19
0525951059,LONG LOST,2009-04-19,2009-05-17
0425223434,DARK CURSE,2008-09-21,2008-10-05
0805095152,BEING MORTAL,2014-10-26,2016-04-10
038541305X,SOUTH OF BROAD,2009-08-30,2010-01-10
0451417054,THE KING,2014-04-20,2014-05-04
0385349173,THINGS THAT MATTER,2013-11-10,2016-04-10
0062294377,THE FIRST PHONE CALL FROM HEAVEN,2013-12-01,2014-05-18
0062082353,AMERICAN SNIPER,2012-01-22,2016-04-10
0345539842,MORNING STAR,2016-02-28,2016-03-20
0316097365,TOYS,2011-04-03,2011-05-15
0805093079,KILLING LINCOLN,2011-10-16,2016-04-10
1439102767,THE STORYTELLER,2013-03-17,2013-05-12
1416563067,SMOKE SCREEN,2008-08-31,2008-09-28
0399154914,TRIBUTE,2008-07-27,2008-09-07
0061957933,THE UNDEAD POOL,2014-03-16,2014-03-23
0446547565,THE LAST SONG,2009-09-27,2010-03-07
0441018645,DEAD IN THE FAMILY,2010-05-23,2010-09-19
1416598065,THE OBAMA NATION,2008-08-17,2016-04-10
0316018775,SWIMSUIT,2009-07-19,2009-09-13
0451462564,TURN COAT,2009-04-26,2009-05-24
0425227723,SKIN TRADE,2009-06-21,2009-07-12
1476783454,THE SURVIVOR,2015-10-25,2016-01-10
0316410985,THE MURDER HOUSE,2015-10-18,2015-11-22
0316206849,THE CUCKOO&#39;S CALLING,2013-08-04,2013-10-20
0385349947,LEAN IN,2013-03-31,2016-04-10
0316211044,BURN,2014-10-19,2014-11-23
0670025593,THE BOOK OF LIFE,2014-08-03,2014-09-14
0805062904,THE GUNS AT LAST LIGHT,2013-06-02,2016-04-10
0786868724,HAVE A LITTLE FAITH,2009-10-18,2016-04-10
0316043001,THOSE GUYS HAVE ALL THE FUN,2011-06-12,2016-04-10
0441020011,FROST BURNED,2013-03-24,2013-04-14
0062009281,RED,2011-04-03,2016-04-10
140006922X,ZEALOT,2013-08-04,2016-04-10
0399158987,W IS FOR WASTED,2013-09-29,2014-01-05
0525953728,NO EASY DAY,2012-09-23,2016-04-10
0743294386,DEVIL BONES,2008-09-14,2008-10-05
0399157441,CHASING FIRE,2011-05-01,2011-06-05
1596981091,CULTURE OF CORRUPTION,2009-08-16,2016-04-10
0670015679,THE MAGICIAN&#39;S LAND,2014-08-24,2014-08-31
0805098542,KILLING JESUS,2013-10-13,2016-04-10
0385352107,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,2014-08-31,2014-10-19
0061939897,GOING ROGUE,2009-12-06,2016-04-10
081299325X,THE ROAD TO CHARACTER,2015-05-03,2016-04-10
0061474096,ANATHEM,2008-09-28,2008-10-19
0316069418,THE DROP,2011-12-18,2012-01-22
0316211125,PRIVATE L.A.,2014-03-02,2014-04-06
0316056863,BOSSYPANTS,2011-04-24,2016-04-10
006177104X,CATASTROPHE,2009-07-12,2016-04-10
0446407410,DEWEY,2008-10-05,2016-04-10
0345495144,TRUE DETECTIVES,2009-04-12,2009-05-03
0385528043,THE CONFESSION,2010-11-14,2011-04-03
141659521X,THE LAST MAN,2012-12-02,2013-01-20
1439184305,THE OVERTON WINDOW,2010-07-04,2010-09-12
0345528816,STARTING NOW,2013-04-21,2013-05-12
0307594882,MY BELOVED WORLD,2013-02-03,2016-04-10
0399156577,THE SEARCH,2010-07-25,2010-08-29
0525952063,LIVE WIRE,2011-04-10,2011-05-15
0446580856,RADIANT ANGEL,2015-06-14,2015-07-26
0399155481,PROMISES IN DEATH,2009-03-15,2009-04-19
076793136X,RESILIENCE,2009-05-24,2016-04-10
1439148503,"UNDER THE DOME, PART 1",2009-11-29,2010-02-28
1501111671,THE BAZAAR OF BAD DREAMS,2015-11-22,2016-03-06
0307408868,DEAD WAKE,2015-03-29,2016-04-10
080509668X,KILLING PATTON,2014-10-12,2016-04-10
0399175954,THE GANGSTER,2016-03-20,2016-04-10
1455521191,THE ESCAPE,2014-12-07,2015-03-08
0061733636,GAME CHANGE,2010-01-31,2016-04-10
0399155171,BLACK OPS,2009-01-18,2009-03-01
0399159304,STORM FRONT,2013-10-27,2013-11-24
1416595015,ARGUING WITH IDIOTS,2009-10-11,2016-04-10
0765326361,WORDS OF RADIANCE,2014-03-23,2014-05-11
0316036277,THE 9TH JUDGMENT,2010-05-16,2010-06-27
0399157301,AGAINST ALL ENEMIES,2011-07-03,2011-08-28
1401322786,THE TIME KEEPER,2012-09-23,2013-01-20
1416950737,STORI TELLING,2008-07-06,2016-04-10
0345527712,EXPLOSIVE EIGHTEEN,2011-12-11,2012-02-26
039916443X,CONCEALED IN DEATH,2014-03-09,2014-03-30
0385535139,THE LITIGATORS,2011-11-13,2012-02-26
0553807145,RELENTLESS,2009-06-28,2009-07-19
0553807722,WHAT THE NIGHT KNOWS,2011-01-16,2011-03-13
0553805371,THE GRAND DESIGN,2010-09-26,2016-04-10
0553805096,THE SNOWBALL,2008-10-19,2016-04-10
0316166308,THE SCARECROW,2009-06-14,2009-07-19
1476745374,SI-COLOGY 1,2013-09-22,2016-04-10
0765327724,THE OMEN MACHINE,2011-09-04,2011-09-25
0517580519,THE LAND OF PAINTED CAVES,2011-04-17,2011-06-26
0062265423,10% HAPPIER,2014-03-30,2016-04-10
0399156240,FANTASY IN DEATH,2010-03-14,2010-04-04
0345542924,TOP SECRET TWENTY-ONE,2014-07-06,2014-08-17
1476751447,HARD CHOICES,2014-06-29,2016-04-10
0399157913,THE HELP,Not Found,Not Found
0441017150,DEAD AND GONE,2009-05-24,2010-03-07
1455599735,UGANDA BE KIDDING ME,2014-03-23,2016-04-10
0446584711,LIES THAT CHELSEA HANDLER TOLD ME,2011-05-29,2016-04-10
0399168796,GATHERING PREY,2015-05-17,2015-06-21
0399159894,WHISKEY BEACH,2013-05-05,2013-06-09
0312577206,HOME FRONT,2012-02-19,2012-03-18
081298840X,WHEN BREATH BECOMES AIR,2016-01-31,2016-04-10
0316210919,CROSS MY HEART,2013-12-15,2014-02-16
0062268341,YES PLEASE,2014-11-16,2016-04-10
0385527403,THE YANKEE YEARS,2009-02-22,2016-04-10
1400064163,UNBROKEN,2010-12-05,2016-04-10
1627792414,KILLING REAGAN,2015-10-11,2016-04-10
193700788X,DEAD EVER AFTER,2013-05-26,2013-06-30
1476728747,THE WRIGHT BROTHERS,2015-05-24,2016-04-10
0307394867,OPRAH,2010-05-02,2016-04-10
0446533424,THE GATE HOUSE,2008-11-16,2009-01-25
1250058902,HUMANS OF NEW YORK: STORIES,2015-11-01,2016-04-10
0393244660,FLASH BOYS,2014-04-20,2016-04-10
1439102740,LONE WOLF,2012-03-18,2012-05-06
0385537859,INFERNO,2013-06-02,2014-01-19
0062073125,THE FALLEN ANGEL,2012-08-05,2012-09-16
0307269981,THE GIRL WHO PLAYED WITH FIRE,2009-08-16,2010-04-04
1476717125,ACT OF WAR,2014-07-27,2014-08-24
0345527747,NOTORIOUS NINETEEN,2012-12-09,2013-01-27
0544272994,WHAT IF?,2014-09-21,2016-04-10
0399160132,THE STORM,2012-06-17,2012-07-15
0385344325,THE AFFAIR,2011-10-16,2011-12-11
0804178747,PERSONAL,2014-09-21,2014-11-23
0316206822,PRIVATE GAMES,2012-03-04,2012-04-15
0446195529,HELL&#39;S CORNER,2010-11-28,2011-02-06
0316097519,"ALEX CROSS, RUN",2013-03-10,2013-05-05
0316055433,THE GOLDFINCH,2013-11-10,2015-02-22
1400067693,MY NAME IS LUCY BARTON,2016-01-31,2016-04-10
1439102414,FLASH AND BONES,2011-09-11,2011-10-02
0451239350,LOVER AT LAST,2013-04-14,2013-05-05
0345544927,LEAVING TIME,2014-11-02,2015-02-22
0307590615,DECISION POINTS,2010-11-28,2016-04-10
1937007448,DEADLOCKED,2012-05-20,2012-07-22
044657922X,EARTH (THE BOOK),2010-10-10,2016-04-10
0316166294,THE BRASS VERDICT,2008-11-02,2008-12-21
0451464397,SKIN GAME,2014-06-15,2014-07-13
0446554987,COLD VENGEANCE,2011-08-21,2011-09-25
0765302306,THE GATHERING STORM,2009-11-15,2010-01-17
0399160477,COMMAND AUTHORITY,2013-12-22,2014-03-02
0316017922,OUTLIERS,2008-12-07,2016-04-10
0385536070,CALICO JOE,2012-04-29,2012-08-12
0385340583,61 HOURS,2010-06-06,2010-07-25
0446579939,THE LUCKY ONE,2008-10-19,2009-02-08
0385526563,TOO FAT TO FISH,2008-11-30,2016-04-10
0446552445,CHELSEA CHELSEA BANG BANG,2010-03-28,2016-04-10
0399167455,COME RAIN OR COME SHINE,2015-10-11,2015-11-08
0345530918,POWER PLAY,2014-03-30,2014-04-20
1451629184,A STOLEN LIFE,2011-07-31,2016-04-10
1476746583,ALL THE LIGHT WE CANNOT SEE,2014-05-25,2016-04-10
1451648537,STEVE JOBS,2011-11-13,2016-04-10
1455576425,THE QUEST,2013-10-06,2013-11-10
044658083X,THE LION,2010-06-27,2010-08-29
0062369288,CLINTON CASH,2015-05-24,2016-04-10
0062218336,THINK LIKE A FREAK,2014-06-01,2016-04-10
0399157700,MAD RIVER,2012-10-21,2012-11-18
0553807749,ODD APOCALYPSE,2012-08-19,2012-09-23
052595418X,THE ORGANIZED MIND,2014-09-07,2016-04-10
0316206873,THE SILKWORM,2014-07-06,2014-09-14
0316211079,MISTRESS,2013-08-25,2013-09-29
0399157816,THE RACE,2011-09-25,2011-10-16
0399156496,STORM PREY,2010-06-06,2010-07-04
0307461351,IN THE PRESIDENT&#39;S SECRET SERVICE,2009-08-23,2016-04-10
1400052173,THE IMMORTAL LIFE OF HENRIETTA LACKS,2010-02-21,2016-04-10
0399159460,WAGING HEAVY PEACE,2012-10-14,2016-04-10
0061997161,THE PIONEER WOMAN,2011-02-20,2016-04-10
1416558977,THE WAR WITHIN,2008-09-28,2016-04-10
1476730628,THE PROMISE OF A PENCIL,2014-04-06,2016-04-10
1501117696,BINGE,2015-11-08,2016-04-10
1451651104,THE PRICE OF POLITICS,2012-09-30,2016-04-10
1451693478,COWARDS,2012-07-01,2016-04-10
0670022128,IN THE COMPANY OF OTHERS,2010-11-07,2011-01-09
0525953507,THE STRANGER,2015-04-12,2015-05-31
0316200603,THE WITCHES,2015-11-15,2016-04-10
0061429252,CONFIDENCE MEN,2011-10-09,2016-04-10
0399167315,GHOST SHIP,2014-06-15,2014-07-06
1439102724,SING YOU HOME,2011-03-20,2011-05-29
0399155392,CORSAIR,2009-03-29,2009-05-03
0385347405,BECOMING STEVE JOBS,2015-04-12,2016-04-10
0399167293,THE BOOTLEGGER,2014-03-23,2014-04-13
0399588639,THE NAME OF GOD IS MERCY,2016-01-31,2016-04-10
1451614217,ABUNDANCE,2012-03-11,2016-04-10
0399159010,LET&#39;S PRETEND THIS NEVER HAPPENED,2012-05-06,2016-04-10
0399162380,FIELD OF PREY,2014-05-25,2014-06-29
0446569895,I AM OZZY,2010-02-14,2016-04-10
0547928173,FRANCONA,2013-02-10,2016-04-10
1439192561,"FULL DARK, NO STARS",2010-11-28,2011-01-23
1416954120,"ARE YOU THERE, VODKA? IT&#39;S ME, CHELSEA",2008-06-08,2016-04-10
0062010964,AMERICA BY HEART,2010-12-12,2016-04-10
039915731X,LOCKED ON,2012-01-01,2012-02-26
0451233166,LOVER UNLEASHED,2011-04-17,2011-05-08
0375414967,THAT OLD CAPE MAGIC,2009-08-23,2009-10-04
0399158081,MIRAGE,2013-11-24,2013-12-15
1101874082,ADULTERY,2014-09-07,2014-10-19
0399184414,SEVEN BRIEF LESSONS ON PHYSICS,2016-03-20,2016-04-10
1594202842,BATTLE HYMN OF THE TIGER MOTHER,2011-01-30,2016-04-10
044657788X,THE BOOK OF LIES,2008-09-21,2008-10-26
0399156119,KISSER,2010-02-07,2010-03-14
0307985989,THE BIG MISS,2012-04-15,2016-04-10
0804136637,A SPY AMONG FRIENDS,2014-08-17,2016-04-10
0385526393,THE DARK SIDE,2008-08-03,2016-04-10
0385528264,HOUSE OF CARDS,2009-03-29,2016-04-10
1400069343,"LOTS OF CANDLES, PLENTY OF CAKE",2012-05-13,2016-04-10
0307353486,DEMONIC,2011-06-26,2016-04-10
0312380720,LOOK AGAIN,2009-05-03,2009-05-24
0399155228,SALVATION IN DEATH,2008-11-23,2008-12-07
0062112031,MY CROSS TO BEAR,2012-05-20,2016-04-10
0307272583,STAR ISLAND,2010-08-15,2010-09-26
0312554168,HEART OF THE MATTER,2010-05-30,2010-07-25
1416563083,SMASH CUT,2009-08-30,2009-09-20
0441019714,THE SOOKIE STACKHOUSE COMPANION,2011-09-18,2011-10-09
1594205876,BELIEVER,2015-03-01,2016-04-10
140006872X,"BLOOD, BONES AND BUTTER",2011-03-20,2016-04-10
0061950718,PINHEADS AND PATRIOTS,2010-10-03,2016-04-10
0316036234,DON&#39;T BLINK,2010-10-17,2010-11-21
1627790527,A FIGHTING CHANCE,2014-05-11,2016-04-10
0374203059,THE MARRIAGE PLOT,2011-10-30,2012-01-22
1250010071,DON&#39;T GO,2013-04-28,2013-05-19
1476773955,CALL TO ACTION,2014-04-13,2016-04-10
0525429565,ORIGINALS,2016-02-21,2016-04-10
0399170863,THE LIAR,2015-05-03,2015-06-07
034553283X,GLITTER AND GLUE,2014-02-23,2016-04-10
0425234339,BULLET,2010-06-20,2010-07-04
0393081818,BOOMERANG,2011-10-23,2016-04-10
0307461181,THIS TIME TOGETHER,2010-04-25,2016-04-10
1455501476,LETHAL,2011-10-09,2011-11-06
0446539864,THE BOURNE SANCTION,2008-08-17,2008-09-28
031264065X,THE POLITICIAN,2010-02-14,2016-04-10
0812993802,TENTH OF DECEMBER,2013-01-27,2013-04-07
0312554192,WHERE WE BELONG,2012-08-12,2012-09-23
0061969656,DEATH OF KINGS,2012-02-05,2012-02-19
1602862567,FINDING ME,2014-05-25,2016-04-10
1591848040,A MORE PERFECT UNION,2015-10-25,2016-04-10
0441017835,A TOUCH OF DEAD,2009-10-25,2009-11-22
052595225X,THE IDEAL MAN,2011-08-28,2011-09-11
0451417070,THE SHADOWS,2015-04-19,2015-05-03
0385535597,DARK MONEY,2016-02-07,2016-04-10
1101902752,A MOTHER&#39;S RECKONING,2016-03-06,2016-04-10
0307593312,1Q84,2011-11-13,2012-01-15
0399161309,THIS TOWN,2013-08-04,2016-04-10
1416595163,PURSUIT OF HONOR,2009-11-01,2010-01-10
1439187193,BROKE,2010-11-14,2016-04-10
1400069483,MISSION TO PARIS,2012-07-01,2012-08-05
0767932307,A LION CALLED CHRISTIAN,2009-03-29,2016-04-10
0399155279,HEAT LIGHTNING,2008-10-12,2008-11-16
0399159126,THE WITNESS,2012-05-06,2012-06-10
038553826X,RAISING STEAM,2014-04-06,2014-04-13
0670022411,A DISCOVERY OF WITCHES,2011-02-27,2011-04-17
0399158022,RED MIST,2011-12-25,2012-01-29
0316097446,ZOO,2012-09-23,2012-10-28
0451229851,LOVER MINE,2010-05-16,2010-06-13
0061231401,THE DOOMSDAY KEY,2009-07-12,2009-08-16
1455521310,KING AND MAXWELL,2013-12-08,2014-01-26
1451648448,MRS. KENNEDY AND ME,2012-04-22,2016-04-10
030735346X,GUILTY,2009-01-25,2016-04-10
0316036269,10TH ANNIVERSARY,2011-05-22,2011-07-24
0399162496,THE MAYAN SECRETS,2013-09-22,2013-10-13
1594206279,MODERN ROMANCE,2015-07-05,2016-04-10
1621572676,"ADIOS, AMERICA!",2015-06-21,2016-04-10
0345504984,THE TWELVE,2012-11-04,2012-11-25
0345505719,VICTIMS,2012-03-18,2012-04-08
1439115303,JUST AFTER SUNSET,2008-11-30,2009-01-25
0062114042,FACE THE MUSIC,2014-04-27,2016-04-10
0399156135,THE FIRST RULE,2010-01-31,2010-02-28
1476714789,SOUNDTRACK OF MY LIFE,2013-03-10,2016-04-10
1455586420,THE GUILTY,2015-12-06,2016-02-21
0316225932,THE BURNING ROOM,2014-11-23,2015-01-18
1400069289,THE POWER OF HABIT,2012-03-18,2016-04-10
0984504176,PIONEER GIRL,2015-02-15,2016-04-10
1451617755,THE NEXT BEST THING,2012-07-22,2012-08-19
0345484142,THE GYPSY MORPH,2008-09-14,2008-10-05
034553106X,PROPERTY OF A NOBLEWOMAN,2016-04-03,2016-04-10
1416549129,THE OTHER QUEEN,2008-10-05,2008-11-09
0670026557,GIVE AND TAKE,2013-04-28,2016-04-10
0553391135,LOVE LETTERS,2014-08-31,2014-09-07
0062311077,NATCHEZ BURNING,2014-05-18,2014-06-29
1596987774,THE GREAT DESTROYER,2012-06-24,2016-04-10
0670021156,STONES INTO SCHOOLS,2009-12-20,2016-04-10
0061547751,FLEECED,2008-07-13,2016-04-10
0399155651,MEDUSA,2009-06-21,2009-07-19
1416563105,TOUGH CUSTOMER,2010-08-29,2010-10-03
0061767891,DOES THE NOISE IN MY HEAD BOTHER YOU?,2011-05-22,2016-04-10
0062308254,DON&#39;T HURT PEOPLE AND DON&#39;T TAKE THEIR STUFF,2014-04-20,Not Found
0393081575,GULP,2013-04-21,2016-04-10
1476717095,HIDDEN ORDER,2013-07-28,2013-09-01
1250010098,KEEP QUIET,2014-04-27,2014-05-18
031609756X,GUILTY WIVES,2012-04-15,2012-06-03
0520267192,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1",2010-11-07,2016-04-10
1401340903,THE PHYSICK BOOK OF DELIVERANCE DANE,2009-06-28,2009-08-09
1591848067,THOMAS JEFFERSON AND THE TRIPOLI PIRATES,2015-11-22,2016-04-10
1476762627,PRIMATES OF PARK AVENUE,2015-06-21,2016-04-10
0446580295,CEMETERY DANCE,2009-05-31,2009-06-28
0446573051,THE FORGOTTEN,2012-12-09,2013-02-17
0316068047,THE HOST,2008-06-08,2009-10-04
1439191050,COURAGE AND CONSEQUENCE,2010-03-28,2016-04-10
0061929379,PIRATE LATITUDES,2009-12-13,2010-02-07
0425256766,FIRE TOUCHED,2016-03-27,2016-04-10
0399167447,SOMEWHERE SAFE WITH SOMEBODY GOOD,2014-09-21,2015-01-11
1455584908,AND THE GOOD NEWS IS ...,2015-05-10,2016-04-10
0525952969,JUST ONE EVIL ACT,2013-11-03,2013-11-17
0399159312,SILKEN PREY,2013-05-26,2013-06-30
0062372106,DOWN THE RABBIT HOLE,2015-07-12,2016-04-10
1416587624,LIFE WITH MY SISTER MADONNA,2008-08-03,2016-04-10
0756410436,THE SLOW REGARD OF SILENT THINGS,2014-11-16,2014-12-21
0743294270,FLY AWAY HOME,2010-08-01,2010-09-05
0062295896,GIRL IN A BAND,2015-03-15,2016-04-10
1476766231,UNPHILTERED,2014-09-21,2016-04-10
0316097462,"I, MICHAEL BENNETT",2012-07-29,2012-09-09
0061718947,MEDIUM RAW,2010-06-27,2016-04-10
0553391925,A GIRL&#39;S GUIDE TO MOVING ON,2016-03-13,2016-04-03
0375424490,TEA TIME FOR THE TRADITIONALLY BUILT,2009-05-10,2009-06-14
0399156399,THE SCARPETTA FACTOR,2009-11-08,2010-01-17
0312655460,THE BEAUTIFUL MYSTERY,2012-09-16,2012-09-30
031609739X,THE CHRISTMAS WEDDING,2011-11-06,2012-01-08
1596980907,A SLOBBERING LOVE AFFAIR,2009-02-15,2016-04-10
1400063256,AMERICAN LION,2008-11-30,2016-04-10
0345533488,A KNIGHT OF THE SEVEN KINGDOMS,2015-10-25,2016-01-24
1416563687,THE WHITE QUEEN,2009-09-06,2009-10-18
0446556246,WAR,2010-05-30,2016-04-10
111845295X,ATHENA DOCTRINE,2013-05-05,Not Found
0062242717,AMERICAN GUN,2013-06-23,2016-04-10
0425269515,AFTER DEAD,2013-11-17,2013-11-24
081299499X,NOT THAT KIND OF GIRL,2014-10-19,2016-04-10
0316018740,RUN FOR YOUR LIFE,2009-02-22,2009-04-26
0385349831,MANUSCRIPT FOUND IN ACCRA,2013-04-21,2013-05-05
0385522266,WHERE MEN WIN GLORY,2009-10-04,2016-04-10
0805098208,STILL FOOLIN&#39; &#39;EM,2013-09-29,2016-04-10
0062010972,TRICKLE UP POVERTY,2010-10-24,2016-04-10
0374239215,PURITY,2015-09-20,2015-10-25
0062072188,PORTRAIT OF A SPY,2011-08-07,2011-09-18
0399157115,STRATEGIC MOVES,2011-02-06,2011-03-06
0446539821,THE BOURNE DECEPTION,2009-06-28,2009-08-02
0525952764,CATCH ME,2012-02-26,2012-03-11
1596985968,TO SAVE AMERICA,2010-06-06,2016-04-10
0345509226,FATE OF THE JEDI: APOCALYPSE,2012-04-01,2012-04-15
0316211222,SECOND HONEYMOON,2013-07-14,2013-08-25
1591844754,MY SHARE OF THE TASK,2013-01-27,2016-04-10
0446583146,ONE SUMMER,2011-07-03,2011-09-18
0399160663,EMPIRE AND HONOR,2013-01-20,2013-02-03
0061138061,PALE DEMON,2011-03-13,2011-04-03
0399157387,BURIED PREY,2011-05-29,2011-07-10
0345528921,THE INN AT ROSE HARBOR,2012-09-02,2012-09-30
0374288909,THAT USED TO BE US,2011-09-25,2016-04-10
0316225886,THE CROSSING,2015-11-22,2016-01-24
0525952861,SWEET TALK,2012-08-26,2012-09-09
0385343205,THE SINS OF THE MOTHER,2012-11-18,2012-12-09
042525674X,NIGHT BROKEN,2014-03-30,2014-04-13
1416563725,THE RED QUEEN,2010-08-22,2010-09-26
0062135120,IT WORKED FOR ME,2012-06-10,2016-04-10
0778312690,1225 CHRISTMAS TREE LANE,2011-10-16,2011-11-27
0399157344,POWER PLAY,2014-07-27,2014-08-10
1401303382,ALWAYS LOOKING UP,2009-04-19,2016-04-10
0312651317,LOVE IN A NUTSHELL,2012-01-22,2012-02-12
0385342454,AN ECHO IN THE BONE,2009-10-11,2009-11-15
0399161775,THE STRIKER,2013-03-24,2013-04-14
1401341241,LIFT,2010-03-21,2016-04-10
1451669038,HILARITY ENSUES,2012-02-26,2016-04-10
