ISBN,Title,FirstDate,LastDate
62132466,THE LAST ORIGINAL WIFE,6/30/2013,7/28/2013
743437209,LAVENDER MORNING,4/19/2009,4/26/2009
770437850,THE DINNER,3/3/2013,4/21/2013
61859303,PHANTOM,4/8/2012,4/15/2012
345527380,A CHAIN OF THUNDER,6/9/2013,6/23/2013
399155864,THE TRAFFICKERS,8/23/2009,8/30/2009
61257079,"BRAVA, VALENTINE",2/28/2010,3/21/2010
425255719,DEAD ICE,6/28/2015,Not Found
1594633118,THE PAYING GUESTS,10/5/2014,11/2/2014
345541375,MOTIVE,3/1/2015,3/22/2015
1476790221,THE ACCIDENTAL EMPRESS,3/8/2015,3/15/2015
345545311,THE MURDERER&#39;S DAUGHTER,9/6/2015,9/13/2015
446195979,PHANTOM PREY,6/8/2008,7/6/2008
61558265,THE NIGHT ETERNAL,11/13/2011,Not Found
802121012,THE GOLDEN EGG,4/14/2013,4/21/2013
1416549978,THE BROKEN WINDOW,6/29/2008,7/27/2008
399156461,BURNING LAMP,5/9/2010,5/16/2010
316410977,MIRACLE AT AUGUSTA,4/26/2015,7/5/2015
1250027659,ACCUSED,11/17/2013,11/24/2013
385351399,THE CIRCLE,10/27/2013,1/12/2014
1620401398,THE BONE SEASON,9/8/2013,9/22/2013
61348155,CRUNCH TIME,4/24/2011,Not Found
312583206,THE HIGHWAY,8/18/2013,8/25/2013
743281640,CHASING DARKNESS,7/20/2008,8/10/2008
039917351X,DEEP BLUE,4/3/2016,4/10/2016
1439165319,A DEEPER LOVE INSIDE,2/17/2013,3/31/2013
006211946X,RAYLAN,2/5/2012,3/11/2012
345509161,ASCENSION,8/28/2011,9/4/2011
374299048,THE THREE WEISSMANNS OF WESTPORT,3/7/2010,4/18/2010
055380801X,FRANKENSTEIN: LOST SOULS,7/4/2010,7/18/2010
1416586288,HALF BROKE HORSES,10/25/2009,2/14/2010
765326353,THE WAY OF KINGS,9/19/2010,10/3/2010
399174664,NAKED GREED,8/2/2015,8/16/2015
039916149X,THE PROMISE,11/29/2015,12/6/2015
385534795,THE SANDCASTLE GIRLS,8/5/2012,8/19/2012
61779784,SECONDHAND SOULS,9/13/2015,9/20/2015
1476789630,LUCKIEST GIRL ALIVE,5/31/2015,9/20/2015
805080686,WOLF HALL,11/1/2009,1/24/2010
080211928X,MATTERHORN,4/11/2010,6/27/2010
399158316,CHASING MIDNIGHT,3/25/2012,Not Found
044101769X,FIRST LORD&#39;S FURY,12/13/2009,Not Found
345530977,PEGASUS,11/16/2014,11/30/2014
399155406,DEAD SILENCE,3/29/2009,4/12/2009
62196243,THE DAYS OF ANNA MADRIGAL,2/9/2014,2/23/2014
765330423,THE ALLOY OF LAW,11/27/2011,Not Found
399164731,THE FINAL CUT,10/6/2013,10/20/2013
1439102457,BONES OF THE LOST,9/15/2013,9/22/2013
1455536342,THE STEEL KISS,3/27/2016,4/10/2016
385351372,THE SON,6/1/2014,6/8/2014
525952039,THE UNION QUILTERS,3/13/2011,3/20/2011
62060554,BEFORE I GO TO SLEEP,7/3/2011,8/14/2011
1401324029,NAKED HEAT,10/17/2010,11/14/2010
61230944,THE LAST ORACLE,7/13/2008,8/3/2008
802122647,BY ITS COVER,4/20/2014,4/27/2014
345497627,THE KEEPSAKE,9/28/2008,10/5/2008
031238078X,SAVE ME,5/1/2011,5/22/2011
345501578,HOT PURSUIT,8/16/2009,8/23/2009
1617732168,WEDDING CAKE MURDER,3/13/2016,3/20/2016
345509188,ABYSS,9/6/2009,9/13/2009
670021040,CALEB&#39;S CROSSING,5/22/2011,6/26/2011
61624764,THE LACE READER,8/17/2008,9/21/2008
1451640218,SNIPER&#39;S HONOR,6/8/2014,6/15/2014
345544048,SPEAKING IN BONES,8/9/2015,8/16/2015
399155694,BORDERLINE,4/26/2009,5/10/2009
316074233,THE PALE KING,4/17/2011,5/8/2011
399158294,THE SHADOW PATROL,3/11/2012,3/18/2012
1451647034,THE CHANCE,3/24/2013,4/14/2013
399155422,PURSUIT,4/12/2009,4/19/2009
60004878,LIVE BY NIGHT,10/21/2012,11/11/2012
385492723,JUST TOO GOOD TO BE TRUE,8/3/2008,8/17/2008
385531400,THE FORGOTTEN ROOM,5/31/2015,6/14/2015
345531795,DREAMING SPIES,3/8/2015,Not Found
1416550038,GRACE,10/26/2008,11/2/2008
399162577,THE LAST WITNESS,8/25/2013,9/8/2013
399159738,THE COUNTERFEIT AGENT,3/2/2014,3/16/2014
312614586,DESTROYER ANGEL,4/20/2014,Not Found
399156194,THE POSTMISTRESS,2/28/2010,4/18/2010
312368119,DEADLOCK,5/10/2009,5/17/2009
446550000,ROSES,1/31/2010,3/7/2010
61558222,THE FALL,10/10/2010,10/17/2010
1451626118,THE KING&#39;S CURSE,9/28/2014,10/5/2014
316098337,ROOM,10/3/2010,4/3/2011
006199104X,THE BLOOD GOSPEL,1/27/2013,2/3/2013
385344031,SPEAKING FROM AMONG THE BONES,2/17/2013,Not Found
345527410,THE SMOKE AT DAWN,6/22/2014,6/29/2014
425256758,DEAD HEAT,3/22/2015,3/29/2015
345531000,COUNTRY,7/5/2015,7/26/2015
345511344,THE OLD REPUBLIC: REVAN,12/4/2011,Not Found
1439152802,THE SECRET KEEPER,11/4/2012,11/25/2012
765378558,SHADOWS OF SELF,10/25/2015,Not Found
1402785925,THREE SECONDS,1/23/2011,2/13/2011
446554995,TWO GRAVES,12/30/2012,1/20/2013
441018688,DEATH&#39;S EXCELLENT VACATION,8/22/2010,Not Found
345509145,ALLIES,6/13/2010,6/20/2010
1401324800,DEADLY HEAT,10/6/2013,10/13/2013
385340281,SOUTHERN LIGHTS,11/8/2009,11/22/2009
1594203970,NW,9/23/2012,10/7/2012
052595192X,SECRETS TO THE GRAVE,1/16/2011,2/6/2011
307700313,SOME LUCK,10/26/2014,11/23/2014
385538057,MAKE SOMETHING UP,6/14/2015,6/21/2015
385343132,LEGACY,10/17/2010,10/31/2010
670021873,FAITHFUL PLACE,8/1/2010,8/15/2010
052595144X,TREASURE HUNT,1/31/2010,Not Found
399158146,CUBA STRAITS,4/12/2015,4/19/2015
61227331,THE MERCEDES COFFIN,8/31/2008,9/14/2008
385528787,MADDADDAM,9/22/2013,10/13/2013
141431163X,THE TWELFTH IMAM,11/7/2010,11/21/2010
307957276,THE BEGINNER&#39;S GOODBYE,4/22/2012,5/13/2012
385352123,WIND/PINBALL,8/23/2015,8/30/2015
1401324444,FROZEN HEAT,9/30/2012,10/14/2012
1439170258,WRECKED,5/2/2010,5/9/2010
60004908,WORLD GONE BY,3/29/2015,4/19/2015
670021601,THE BLACK CAT,4/25/2010,5/2/2010
312591845,TEMPTING FATE,4/13/2014,Not Found
399164766,THE LOST KEY,10/19/2014,10/26/2014
399164146,DOING HARD TIME,10/27/2013,11/3/2013
765321548,HOW FIRM A FOUNDATION,10/2/2011,10/9/2011
312546610,TIME UNTIME,8/26/2012,Not Found
385337515,THE SCOTTISH PRISONER,12/18/2011,1/1/2012
399157875,COPPER BEACH,1/29/2012,Not Found
039915521X,RUNNING HOT,1/18/2009,2/1/2009
765332000,SHADOWS IN FLIGHT,2/5/2012,Not Found
802124801,THE WATERS OF ETERNAL YOUTH,3/27/2016,4/3/2016
345531043,UNDERCOVER,9/20/2015,10/18/2015
385524285,DEVIL MAY CARE,6/15/2008,6/29/2008
385523211,APE HOUSE,9/26/2010,10/10/2010
1416549994,ROADSIDE CROSSES,6/28/2009,7/5/2009
385349580,AN OFFICER AND A SPY,2/16/2014,3/2/2014
61239224,FIRE AND ICE,8/9/2009,8/23/2009
399156127,THE WOLF AT THE DOOR,2/7/2010,2/28/2010
385343663,THE IMPERFECTIONISTS,5/23/2010,6/13/2010
399174117,THE PHARAOH&#39;S SECRET,12/6/2015,12/20/2015
316059862,TESTIMONY,11/9/2008,11/30/2008
60746769,DAMAGE CONTROL,8/10/2008,8/24/2008
385528779,THE YEAR OF THE FLOOD,10/11/2009,10/18/2009
345506936,SHADOW WOMAN,1/20/2013,Not Found
399156852,PAINTED LADIES,10/24/2010,11/7/2010
1594204993,REDEPLOYMENT,3/23/2014,2/8/2015
62250949,WARRIORS OF THE STORM,2/7/2016,2/14/2016
1455517135,THE SKIN COLLECTOR,6/1/2014,6/15/2014
307957128,THE SENSE OF AN ENDING,11/6/2011,2/19/2012
765323974,HALO: SILENTIUM,1/22/2012,Not Found
758211848,MALICE,4/19/2009,5/3/2009
765323982,HALO: SILENTIUM,4/7/2013,Not Found
345517199,ICE,11/29/2009,Not Found
670022314,THE MAGICIAN KING,8/28/2011,9/11/2011
345505492,THE EMPEROR&#39;S TOMB,12/12/2010,12/19/2010
385518366,DEXTER BY DESIGN,9/27/2009,10/4/2009
345543122,THE JOB,12/7/2014,12/14/2014
1416566384,CARELESS IN RED,6/8/2008,6/22/2008
1101875895,OUR SOULS AT NIGHT,6/14/2015,7/12/2015
62206281,THE PRISONER OF HEAVEN,7/29/2012,8/5/2012
525953086,FEAR NOTHING,1/26/2014,2/9/2014
316204277,"WHERE&#39;D YOU GO, BERNADETTE",9/2/2012,9/16/2012
076531505X,A MIGHTY FORTRESS,5/2/2010,Not Found
1416562176,CURSED,4/26/2009,5/3/2009
399154981,DEATH AND HONOR,6/22/2008,7/6/2008
006185929X,WARLORD,10/3/2010,10/10/2010
307595862,THE SNOWMAN,5/29/2011,6/26/2011
307594165,HOME,5/27/2012,6/24/2012
345528204,FALLEN,7/10/2011,7/17/2011
399169121,PARIS MATCH,10/26/2014,11/16/2014
345547497,COP TOWN,7/13/2014,Not Found
312533780,A WALLFLOWER CHRISTMAS,11/2/2008,Not Found
61990639,THE SOUND OF BROKEN GLASS,3/10/2013,Not Found
1250020026,SILENCING EVE,10/20/2013,Not Found
399155937,HARDBALL,10/11/2009,Not Found
399156208,THE MIDNIGHT HOUSE,2/28/2010,3/14/2010
446527874,OFF SEASON,8/31/2008,9/21/2008
525950974,THE SIGN,6/7/2009,6/14/2009
399155023,FOREIGN BODY,8/24/2008,9/14/2008
399173803,THE END GAME,10/4/2015,10/18/2015
425230155,GRAVE SECRET,11/15/2009,Not Found
61231428,ALTAR OF EDEN,1/17/2010,1/24/2010
034553087X,DARKER AFTER MIDNIGHT,2/12/2012,Not Found
1594205418,FUNNY GIRL,2/22/2015,3/1/2015
670018856,THE BEACH HOUSE,7/6/2008,8/24/2008
805087729,ECLIPSE,1/25/2009,2/15/2009
1250019699,SAVE THE DATE,6/22/2014,Not Found
312351666,SMOOTH TALKING STRANGER,4/19/2009,4/26/2009
425277356,DARK PROMISES,4/3/2016,Not Found
345505476,THE PARIS VENDETTA,12/20/2009,12/27/2009
1594633177,IN PARADISE,4/27/2014,5/4/2014
312341814,MARRIED LOVERS,6/29/2008,7/13/2008
62134701,REMAINS OF INNOCENCE,8/10/2014,8/17/2014
1501116975,THE JAPANESE LOVER,11/22/2015,2/7/2016
399155910,EVEN MONEY,9/13/2009,9/27/2009
61558230,THE STRAIN,6/21/2009,6/28/2009
145161747X,THE DOVEKEEPERS,10/23/2011,11/27/2011
553808036,INNOCENCE,12/29/2013,1/26/2014
446539813,THE BOURNE OBJECTIVE,6/20/2010,7/11/2010
385349963,THE WOLVES OF MIDWINTER,11/3/2013,Not Found
345486544,DEATH ANGEL,7/20/2008,7/27/2008
1439129177,DASHING THROUGH THE SNOW,12/7/2008,1/11/2009
399156747,BODY WORK,9/19/2010,9/26/2010
1414319355,THE TEHRAN INITIATIVE,11/6/2011,11/13/2011
1439136610,LAST NIGHT AT CHATEAU MARMONT,9/5/2010,9/19/2010
399156275,SHATTERED,4/11/2010,4/18/2010
61438456,RETURN TO SULLIVANS ISLAND,7/19/2009,8/16/2009
805082166,AMONG THE MAD,3/8/2009,Not Found
1439150036,PROMISE ME,10/24/2010,10/31/2010
553807994,GARMENT OF SHADOWS,9/23/2012,Not Found
345528875,ANGELS AT THE TABLE,11/11/2012,11/25/2012
307956350,THE EXPATS,3/25/2012,4/15/2012
385515510,TERMINAL FREEZE,3/15/2009,4/5/2009
553807234,THE NEIGHBOR,7/5/2009,7/19/2009
553804545,THE LANGUAGE OF BEES,5/17/2009,Not Found
345528697,THE SWANS OF FIFTH AVENUE,2/14/2016,4/10/2016
039917432X,THE SOLOMON CURSE,9/20/2015,10/18/2015
312614578,THE ROPE,2/5/2012,2/12/2012
1501119796,THE MISTLETOE INN,12/6/2015,12/13/2015
316224588,STANDING IN ANOTHER MAN&#39;S GRAVE,2/3/2013,2/10/2013
307960471,PHANTOM,10/21/2012,11/4/2012
61731153,BETRAYAL OF TRUST,7/24/2011,7/31/2011
312567243,ASSEGAI,5/31/2009,6/14/2009
446564443,THE BOURNE DOMINION,8/7/2011,8/14/2011
345485793,THE CHARLEMAGNE PURSUIT,12/21/2008,1/18/2009
399156488,BLUE-EYED DEVIL,5/23/2010,6/6/2010
312368151,EIGHT DAYS TO LIVE,5/9/2010,5/16/2010
1451608217,BLOCKADE BILLY,6/13/2010,7/11/2010
052595161X,HELL GATE,3/28/2010,4/4/2010
61257052,VERY VALENTINE,2/22/2009,3/15/2009
1439136823,LOTHAIRE,1/29/2012,Not Found
1250055806,THE SCARLET GOSPELS,6/7/2015,Not Found
159995334X,THE PRIEST&#39;S GRAVEYARD,5/8/2011,Not Found
399171940,RAIN ON THE DEAD,1/18/2015,Not Found
385342322,A RED HERRING WITHOUT MUSTARD,2/27/2011,Not Found
525954554,THE BITTER SEASON,1/31/2016,2/21/2016
525952640,SONOMA ROSE,3/11/2012,Not Found
1476710791,WAYFARING STRANGER,8/3/2014,8/10/2014
385354193,BLOOD ON SNOW,4/26/2015,5/10/2015
399156828,ZERO HISTORY,9/26/2010,10/10/2010
399159347,THE HUSBAND&#39;S SECRET,8/18/2013,10/26/2014
1101990260,THE WIDOW,3/6/2016,4/10/2016
374292086,WOLF IN WHITE VAN,10/5/2014,10/19/2014
399157026,IN TOO DEEP,1/16/2011,Not Found
385344406,ICED,11/18/2012,Not Found
374281092,SOMEONE,9/29/2013,10/13/2013
399158448,THE PERIPHERAL,11/16/2014,11/23/2014
399165274,THE KILL LIST,9/8/2013,9/15/2013
60548940,OUT OF OZ,11/20/2011,12/18/2011
081299891X,TWO YEARS EIGHT MONTHS AND TWENTY-EIGHT NIGHTS,9/27/2015,10/11/2015
61961175,LOWCOUNTRY SUMMER,7/4/2010,7/18/2010
425242099,KISS OF SNOW,6/19/2011,Not Found
345516532,UNDER THE WIDE AND STARRY SKY,2/9/2014,2/23/2014
61147958,HORNS,3/7/2010,3/21/2010
547577532,THE PRAGUE CEMETERY,11/27/2011,12/4/2011
399159746,TWELVE DAYS,3/1/2015,3/15/2015
031258752X,A HEARTBEAT AWAY,3/6/2011,3/13/2011
553807242,LIVE TO TELL,8/1/2010,8/8/2010
399155503,A DARKER PLACE,2/15/2009,3/1/2009
525952632,NIGHT WATCH,7/29/2012,8/5/2012
316043877,THE ISLAND,7/25/2010,8/1/2010
1416563709,THE LADY OF THE RIVERS,11/6/2011,11/13/2011
034551064X,A SUNLESS SEA,9/16/2012,Not Found
1250049377,LANDLINE,7/27/2014,Not Found
61930237,TRADER OF SECRETS,6/19/2011,6/26/2011
385343302,A SECRET AFFAIR,6/6/2010,Not Found
385344422,FEVERBORN,2/7/2016,Not Found
054705484X,INDIGNATION,10/5/2008,10/19/2008
802120237,BEASTLY THINGS,4/22/2012,4/29/2012
399165126,RIVER ROAD,1/26/2014,Not Found
1451626096,THE WHITE PRINCESS,8/11/2013,9/1/2013
1401324134,THE SECRET LIFE OF DAMIAN SPINELLI,4/24/2011,5/22/2011
399157050,NIGHT VISION,3/13/2011,3/27/2011
786963719,THE COMPANIONS,8/25/2013,9/1/2013
553807218,THE GIRL WHO CHASED THE MOON,4/4/2010,Not Found
1400066034,SPIES OF THE BALKANS,7/4/2010,7/11/2010
525952020,SILENT MERCY,3/27/2011,4/3/2011
399159495,ROBERT B. PARKER&#39;S FOOL ME TWICE,9/30/2012,10/14/2012
399170847,ROBERT B. PARKER&#39;S KICKBACK,6/7/2015,6/14/2015
62120395,THE SON,6/16/2013,8/11/2013
1594746370,WILLIAM SHAKESPEARE&#39;S STAR WARS,7/21/2013,9/22/2013
312567464,GODDESS OF VENGEANCE,10/2/2011,10/9/2011
385341059,SEDUCING AN ANGEL,6/7/2009,6/14/2009
045123801X,RAPTURE,10/14/2012,Not Found
670026115,MISS JULIA&#39;S MARVELOUS MAKEOVER,4/27/2014,Not Found
385353308,STATION ELEVEN,10/12/2014,2/15/2015
1250028655,Z,4/14/2013,5/12/2013
345539478,UNSEEN,7/21/2013,Not Found
034551548X,ICE COLD,7/18/2010,8/8/2010
399156046,THE LAW OF NINES,9/6/2009,9/13/2009
399156917,SANTA FE EDGE,10/10/2010,10/17/2010
786963646,THE LAST THRESHOLD,3/24/2013,3/31/2013
312380348,IRON HOUSE,7/31/2011,8/7/2011
1416533168,THE LOST QUILTER,4/19/2009,Not Found
375409289,A GATE AT THE STAIRS,9/20/2009,10/11/2009
081299289X,CHINA DOLLS,6/22/2014,7/13/2014
345543165,THE SCAM,10/4/2015,10/11/2015
307700321,EARLY WARNING,5/17/2015,5/24/2015
1250029945,DRAGONBANE,8/23/2015,Not Found
399158952,DREAM EYES,1/27/2013,Not Found
399159096,THE MYSTERY WOMAN,5/12/2013,Not Found
1599951959,BONEMAN&#39;S DAUGHTERS,5/3/2009,5/10/2009
544115899,THE FALL OF ARTHUR,6/9/2013,Not Found
62135252,THE KILL SWITCH,6/1/2014,6/8/2014
399157352,COLD WIND,4/10/2011,4/17/2011
1594631573,THE VACATIONERS,6/15/2014,8/10/2014
312359322,THE LAST CHILD,5/31/2009,6/14/2009
1439192952,THE ATHENA PROJECT,12/12/2010,Not Found
61230901,GUARDIAN OF LIES,8/2/2009,8/16/2009
312611617,CLOSE YOUR EYES,8/5/2012,Not Found
039915972X,THE NIGHT RANGER,3/3/2013,Not Found
385526350,TELL-ALL,5/23/2010,6/6/2010
62270486,SPIDER WOMAN&#39;S DAUGHTER,10/20/2013,Not Found
312368089,DARK SUMMER,11/9/2008,11/16/2008
385352859,THE NARROW ROAD TO THE DEEP NORTH,11/2/2014,11/30/2014
62136585,THE SUPREME MACARONI COMPANY,12/15/2013,12/22/2013
399161570,ROBERT B. PARKER&#39;S WONDERLAND,5/26/2013,6/2/2013
547273428,THE LEGEND OF SIGURD AND GUDRUN,5/24/2009,5/31/2009
778325504,THE WHOLE TRUTH,6/8/2008,6/15/2008
1416537325,NO CHOICE BUT SEDUCTION,7/6/2008,7/13/2008
034546933X,EXECUTION DOCK,4/12/2009,Not Found
1476745005,MOVING TARGET,3/9/2014,3/16/2014
1451628587,LEFT FOR DEAD,2/26/2012,3/4/2012
765321556,MIDST TOIL AND TRIBULATION,10/7/2012,Not Found
052595399X,NO FORTUNATE SON,1/18/2015,Not Found
525426582,ONE PLUS ONE,7/20/2014,8/3/2014
1501112317,"IN A DARK, DARK WOOD",8/30/2015,9/6/2015
1439170312,GYPPED,4/22/2012,Not Found
1400069629,DELICIOUS!,5/25/2014,6/8/2014
385532725,ESCAPE,7/24/2011,Not Found
399174672,FOREIGN AFFAIRS,11/1/2015,11/8/2015
670020486,THE PIANO TEACHER,2/1/2009,2/15/2009
1451638698,SHADOW OF FREEDOM,3/24/2013,Not Found
765315033,BY HERESIES DISTRESSED,7/26/2009,Not Found
765317699,THE KRAKEN PROJECT,6/1/2014,Not Found
1416533184,THE ALOHA QUILT,4/25/2010,Not Found
553805541,THE GOD OF THE HIVE,5/16/2010,Not Found
399169458,ROBERT B. PARKER&#39;S BLIND SPOT,9/28/2014,10/12/2014
006123088X,SHADOW OF POWER,6/15/2008,6/29/2008
61731161,JUDGMENT CALL,8/12/2012,8/19/2012
61928127,BEAUTIFUL RUINS,7/15/2012,8/19/2012
767926277,BASKETBALL JONES,2/15/2009,3/1/2009
031607991X,THE BLINDING KNIFE,9/30/2012,10/7/2012
758225644,WITHOUT MERCY,4/18/2010,Not Found
399166300,CELL,2/23/2014,Not Found
312567251,THOSE IN PERIL,5/29/2011,6/12/2011
61706558,I&#39;D KNOW YOU ANYWHERE,9/5/2010,9/19/2010
62279386,WARRIORS,4/20/2014,5/4/2014
553807226,THE PEACH KEEPER,4/10/2011,Not Found
1451693591,THE MARRIAGE OF OPPOSITES,8/23/2015,9/13/2015
1400066409,SUPER SAD TRUE LOVE STORY,8/15/2010,8/29/2010
670020419,THE WOMEN,3/1/2009,3/15/2009
1250020042,LIVE TO SEE TOMORROW,5/18/2014,Not Found
1501110721,CLAWBACK,3/27/2016,4/3/2016
312546343,THIS BOOK IS FULL OF SPIDERS,10/21/2012,Not Found
61926515,SUPREME JUSTICE,6/6/2010,Not Found
345522028,SONGS OF WILLOW FROST,9/29/2013,Not Found
1250000971,THE SINS OF THE FATHER,5/27/2012,6/17/2012
345549198,THE FATEFUL LIGHTNING,6/21/2015,7/5/2015
316376116,WINTER STREET,11/2/2014,11/16/2014
804139024,THE MARTIAN,3/2/2014,3/23/2014
385534817,THE LIGHT IN THE RUINS,7/28/2013,8/18/2013
441015891,FROM DEAD TO WORSE,6/8/2008,3/1/2009
805087745,IN THE NAME OF HONOR,7/18/2010,Not Found
039915681X,CROSSFIRE,9/5/2010,9/12/2010
61160873,INVINCIBLE,6/8/2008,6/15/2008
399165894,THE DEATH TRADE,1/19/2014,Not Found
765317583,ONE SECOND AFTER,4/19/2009,5/10/2009
1620408937,THE MIME ORDER,2/15/2015,Not Found
385524072,RULES OF VENGEANCE,8/23/2009,8/30/2009
1476704643,LEAVING BERLIN,3/22/2015,4/19/2015
312547749,"THE WALKING DEAD, RISE OF THE GOVERNOR",11/4/2012,Not Found
345497929,NO LESS THAN VICTORY,11/22/2009,11/29/2009
61969672,1356,1/27/2013,2/3/2013
1594488398,THE INTERESTINGS,4/28/2013,5/26/2013
052595239X,DOWN THE DARKEST ROAD,1/15/2012,1/22/2012
385538898,THE GUEST ROOM,1/24/2016,2/14/2016
399165150,GARDEN OF LIES,5/10/2015,5/17/2015
1451694148,THE FIFTH GOSPEL,3/22/2015,5/10/2015
385533039,DOOMED,10/27/2013,Not Found
61702560,HANGMAN,8/22/2010,8/29/2010
62343262,BLOOD INFERNAL,3/1/2015,Not Found
312547730,"THE WALKING DEAD, RISE OF THE GOVERNOR",10/30/2011,Not Found
143917282X,FOUNDERS,10/14/2012,Not Found
765312948,PAUL OF DUNE,10/5/2008,10/19/2008
345523539,WITCH WRAITH,8/4/2013,Not Found
553418777,THE LITTLE PARIS BOOKSHOP,7/19/2015,9/13/2015
812998685,SLADE HOUSE,11/15/2015,Not Found
1414336241,THE AUSCHWITZ ESCAPE,4/6/2014,4/27/2014
1451647050,FIFTEEN MINUTES,11/17/2013,Not Found
307263991,SWAMPLANDIA!,2/27/2011,3/13/2011
786952334,THE GHOST KING,10/25/2009,11/8/2009
312368127,BLOOD GAME,11/8/2009,11/15/2009
62270516,ROCK WITH WINGS,5/24/2015,6/7/2015
758234910,DEVIL&#39;S FOOD CAKE MURDER,3/13/2011,Not Found
1400065453,THE THOUSAND AUTUMNS OF JACOB DE ZOET,7/18/2010,8/15/2010
399155716,BRIMSTONE,5/24/2009,5/31/2009
812993861,SHOPAHOLIC TO THE STARS,11/9/2014,Not Found
042527733X,DARK GHOST,9/20/2015,Not Found
758234899,APPLE TURNOVER MURDER,3/14/2010,3/21/2010
1594488878,"JULIET, NAKED",10/18/2009,10/25/2009
345511328,THE OLD REPUBLIC: FATAL ALLIANCE,8/8/2010,8/15/2010
399158588,SHOTS FIRED,8/3/2014,Not Found
399169466,ROBERT B. PARKER&#39;S THE DEVIL WINS,9/27/2015,Not Found
399157859,LIONHEART,10/23/2011,Not Found
553391151,MR. MIRACLE,10/26/2014,11/16/2014
61239240,QUEEN OF THE NIGHT,8/15/2010,Not Found
1501110993,DEATH WEARS A BEAUTY MASK AND OTHER STORIES,5/17/2015,5/31/2015
1594488584,THE LONG FALL,4/12/2009,4/19/2009
61990612,NO MARK UPON HER,2/26/2012,Not Found
307962334,RULES FOR A KNIGHT,12/6/2015,12/13/2015
147674923X,WINDIGO ISLAND,9/7/2014,Not Found
525954600,SUSPICION,6/15/2014,Not Found
451463528,THE HIGH KING OF MONTIVAL,9/26/2010,Not Found
1451645678,TRICKSTER&#39;S POINT,9/9/2012,Not Found
425263150,MIDNIGHT CROSSROAD,5/25/2014,Not Found
159474713X,WILLIAM SHAKESPEARE&#39;S THE JEDI DOTH RETURN,7/20/2014,Not Found
1439140219,TATIANA,12/1/2013,Not Found
446564478,THE BOURNE IMPERATIVE,6/24/2012,7/8/2012
525950923,A PLAGUE OF SECRETS,7/19/2009,7/26/2009
147671777X,INSIDE THE O&#39;BRIENS,4/26/2015,5/10/2015
62271601,TO DWELL IN DARKNESS,10/12/2014,Not Found
1400063973,THE 19TH WIFE,8/31/2008,9/7/2008
1439150001,THE CHRISTMAS LIST,10/25/2009,Not Found
316185906,THE LIFEBOAT,4/29/2012,5/20/2012
307595854,THE REDEEMER,6/9/2013,6/16/2013
61727660,THE MAPPING OF LOVE AND DEATH,4/11/2010,Not Found
425271447,DARK BLOOD,9/21/2014,Not Found
312385188,PRAYERS FOR SALE,5/3/2009,Not Found
1250027705,BETRAYED,12/14/2014,Not Found
553804332,SAY GOODBYE,8/3/2008,8/17/2008
312593309,THE HOUSE I LOVED,3/4/2012,3/18/2012
1594747156,WILLIAM SHAKESPEARE&#39;S THE EMPIRE STRIKETH BACK,4/6/2014,5/18/2014
345506189,ORDER 66,10/5/2008,10/12/2008
1400068312,SISTERLAND,7/14/2013,7/28/2013
1416591478,STORM FROM THE SHADOWS,3/22/2009,3/29/2009
525953876,DEATH ANGEL,8/18/2013,Not Found
1414318634,HER MOTHER&#39;S HOPE,4/4/2010,4/11/2010
052595242X,THE WEDDING QUILT,11/20/2011,Not Found
679644059,AIMLESS LOVE,11/10/2013,12/1/2013
525427996,BEAUTY&#39;S KINGDOM,5/10/2015,Not Found
1414368186,BRIDGE TO HAVEN,5/11/2014,5/18/2014
307596907,THE WOMAN UPSTAIRS,5/19/2013,6/2/2013
758210221,CREAM PUFF MURDER,3/15/2009,3/22/2009
312323573,THE ASSASSIN,8/24/2008,9/14/2008
778314936,THE APPLE ORCHARD,5/19/2013,Not Found
62429051,PRETTY GIRLS,10/18/2015,10/25/2015
345546830,KENOBI,9/15/2013,Not Found
1414334095,HER DAUGHTER&#39;S DREAM,10/3/2010,10/10/2010
525951768,DAMAGE,1/23/2011,2/6/2011
399158685,INSANE CITY,2/17/2013,3/3/2013
373773781,HEARTLESS,6/14/2009,6/21/2009
345521226,BREAKING THE RULES,4/10/2011,Not Found
62065246,THE ROUND HOUSE,10/21/2012,2/24/2013
1451628684,DEADLY STAKES,2/24/2013,Not Found
312354630,BEING ELIZABETH,9/7/2008,9/14/2008
756406609,BLACKVEIL,2/20/2011,Not Found
670025771,THE SECRET CHORD,10/25/2015,11/1/2015
812993144,TAPESTRY OF FORTUNES,4/28/2013,Not Found
345500679,THE FIRE,11/2/2008,Not Found
307957934,THE FEAR INDEX,2/19/2012,2/26/2012
446527890,BURNT MOUNTAIN,8/7/2011,Not Found
345545966,ASHLEY BELL,12/27/2015,1/31/2016
345521277,BORN TO DARKNESS,4/8/2012,Not Found
045146415X,THE TEARS OF THE SUN,9/25/2011,Not Found
1101947411,A FEW OF THE GIRLS,3/20/2016,4/10/2016
031261456X,BURN,8/22/2010,Not Found
307957233,VAMPIRES IN THE LEMON GROVE,3/3/2013,3/17/2013
034552554X,THE LANGUAGE OF FLOWERS,9/11/2011,10/9/2011
375425144,THE LOST ART OF GRATITUDE,10/11/2009,Not Found
425258742,HAVEN,8/19/2012,Not Found
62067753,THE LONG EARTH,7/8/2012,Not Found
307959945,THE DOG STARS,8/26/2012,9/16/2012
