ISBN,Publisher,Dewey,LC,Title,Number of Pages,Publish Place,Subject Place,Subject,Publish Date,on_NYT,publisher_id,publishplace_id,dewey_id,publisher_freq,publish_place_freq,dewey_freq,Author,author_id,author_frequency
1590302087,Shambhala,,,Making a Change for Good,144,,0,28,2007,0,1289,0,0,0,0,0,Cheri Huber,1095,0
014017897X,Penguin (Non-Classics),,PQ1642.E5 C6 1993,Montaigne,416,,0,0,1993,0,569,0,0,0,0,0,Michel de Montaigne,346,0
1400040213,A.A. Knopf,844/.3,PQ1642.E5 F7 2003,The complete works,1336,New York,0,1,2003,0,1182,270,174,0,729,0,Michel de Montaigne,346,0
1888996285,Red Hen Press,,HN90.R3 H574 2000,To America with love,209,Los Angeles,35,1,2000,0,1299,238,0,0,0,0,Anita Hoffman,1444,0
1591824532,TokyoPop,,,"The Vision of Escaflowne, Vol. 8",202,,0,0,2004,0,934,0,0,0,0,0,Katsu Aki,13,0
1593072023,Dark Horse Manga,,PN6727.H535 H45 2003,Hellsing,,"Milwaukie, OR",30,19.2,2003,0,881,166,0,0,0,0,Kohta Hirano,127,0
1593072597,Dark Horse Manga,,PN6727.H535 H45 2003,Hellsing,,"Milwaukie, OR",30,19.2,2003,0,881,166,0,0,0,0,Kohta Hirano,127,0
9177129334,Alfabeta,,PT9875.H48 V47 1999,Verserade tankar,110,[Stockholm],0,0,1999,0,956,87,0,0,0,0,Lennart Hellsing,1968,0
1414302681,Tyndale House Publishers,[Fic],PZ7.J4138 Sh 2005,Shaken,368,"Wheaton, Ill",0,42.5,2005,0,309,58,236,3,0,4,Jerry B. Jenkins,1806,0
1414305818,Tyndale House Publishers,,,The Rapture,351,,0,41.75,2007,0,309,0,0,3,0,0,Jerry B. Jenkins,1806,0
1569550344,Charis,242/.2,BX2179.A8 E5 1998,Restless till we rest in you,158,"Ann Arbor, Mich",0,0.6,1998,0,1381,307,251,0,0,0,Thomas Paul Thigpen,2029,0
1400080371,Three Rivers Press,,,The crazyladies of Pearl Street,367,New York,0,57.5,2005,0,1234,270,0,0,729,0,Trevanian.,2176,0
1400098041,Three Rivers Press,813/.54,PS3570.R44 S9 2005,The summer of Katya,275,New York,0,42,2005,0,1234,270,345,0,729,667,Trevanian.,2176,0
1400098238,Three Rivers Press,813/.54,PS3570.R44 M35 2005,The Main,340,New York,0.666666667,164.3333333,2005,0,1234,270,345,0,729,667,Trevanian.,2176,0
1400098025,Three Rivers Press,813/.54,PS3570.R44 E5 2005,The Eiger sanction,322,New York,0.666666667,73.83333333,2005,0,1234,270,345,0,729,667,Trevanian.,2176,0
1400071577,WaterBrook Press,,,Scoop (The Occupational Hazards Series #1),336,,0,0.333333333,2006,0,554,0,0,0,0,0,Rene Gutteridge,18,0
1417920769,Kessinger Publishing,,,Decline And Fall,300,,20,58,2005,0,937,0,0,0,0,0,Evelyn Waugh,1156,0
082942122X,Loyola Classics,823/.912,PR6045.A97 H45 2005,Helena,239,"Chicago, Ill",0,0,2005,0,98,339,252,0,0,0,Evelyn Waugh,1156,0
014303748X,Penguin (Non-Classics),,,Rounding the Mark,272,,0,11.4,2006,0,569,0,0,0,0,0,Andrea Camilleri,382,0
014303460X,Penguin Books,,PQ4863.A3894 G3713 2005,Excursion to Tindari,295,New York,0,27,2005,0,397,270,0,1,729,0,Andrea Camilleri,382,0
067104155X,Pocket Books,,CPB Box no. 2081 vol. 2,Legacy of blood,355,New York,0,201,2001,0,1379,270,0,5,729,0,Richard A. Knaak,2017,0
1594970009,Public Square Books,,,El Escorpion vol. 1,56,,0,0,2004,0,1706,0,0,0,0,0,Enrico Marini,1047,0
037330191X,Silhouette,,,Rancho Diablo (Western Lovers),,,0,0,1990,0,28,0,0,0,0,0,,0,0
8437604826,Cátedra,863/.3,PQ6496 .D5 1984,El diablo Cojuelo,175,Madrid,0,32,1984,0,626,165,363,0,0,0,Luis Vélez de Guevara y Dueñas,1640,0
8478443746,Siruela,,,El Diablo de Los Numeros (Las Tres Edades),,,0,0,1998,0,1168,0,0,0,0,0,Hans Magnus Enzensberger,430,0
9580408556,Grupo Editorial Norma,,,El Diablo De La Botella / the Demon of the Bottle,,,0,0,1996,0,1014,0,0,0,0,0,Robert Louis Stevenson,1613,0
1595322329,TokyoPop,,,"Diabolo, Vol. 1",199,,0,0,2004,0,934,0,0,0,0,0,,0,0
1740599241,Lonely Planet Publications,,,Lonely Planet Japan,812,,0,0,2005,0,1050,0,0,0,0,0,,0,0
1565840399,New Press,,,Japan at war,479,New York,1,20.6,1992,0,1349,270,0,0,729,0,Haruko Taya Cook,1031,0
1933633107,Melville House,428.2,PE1375 .F56 2006,Sister Bernadette's barking dog,154,"Hoboken, N.J",0,67,2006,0,1474,232,374,0,0,0,Kitty Burns Florey,2060,0
1573833762,Regent College Publishing,,,Chronicles of Wasted Time,576,,25,73.25,2006,0,161,0,0,0,0,0,Malcolm Muggeridge,1981,0
1403356203,1st Books Library,,,Lila's Child,600,,0,0,2003,0,240,0,0,0,0,0,Robert M. Pirsig,1385,0
158005188X,Seal Press,305.48/96914,HQ1161 .H65 2006,Homelands,343,"Emeryville, CA",0,1.75,2006,0,1222,221,171,0,0,0,,0,0
1400034299,Vintage,,,The Dew Breaker,,,1.666666667,23,2005,0,902,0,0,0,0,0,Edwidge Danticat,1418,0
141430577X,Tyndale House Publishers,813/.54,PS3562.A315 R44 2005,The regime,391,"Wheaton, Ill",0,93.66666667,2005,0,309,58,345,3,0,667,Jerry B. Jenkins,1806,0
8489846936,Alba,,,Shirley,,,10.16666667,62.45454545,2000,0,610,0,0,0,0,0,Charlotte Brontë,1887,0
037575850X,Modern Library,823/.8,PR4167 .V5 2001,Villette,590,New York,19.66666667,12.1,2001,0,1343,270,138,0,729,0,Charlotte Brontë,1887,0
1840220600,Wordsworth Editions Ltd,,,Selected Works of the Bronte Sisters,1376,,0,0,2005,0,48,0,0,0,0,0,Anne Brontë,844,0
1551521911,Arsenal Pulp Press,,,Patience & Sarah (Little Sister's Classics),240,,0,0,2005,0,717,0,0,0,0,0,Isabel Miller,2186,0
1400034205,Vintage,,,The Razor's Edge,320,,6.333333333,4.153846154,2003,0,902,0,0,0,0,0,W. Somerset Maugham,1608,0
1853260215,Wordsworth Editions,,,"The history ofTom Jones, a foundling",413,Ware,39.5,49.25,1992,0,617,94,0,0,0,0,Henry Fielding,1865,0
193108209X,Library of America,810.8/0355,PS509.B37 B37 2002,Baseball,721,New York,0,0,2002,0,654,270,380,0,729,0,Nicholas Dawidoff,2021,0
1593978863,Audio Renaissance,,,Robert Ludlum's The Altman Code,,,6,21.76923077,2005,0,170,0,0,0,0,0,Gayle Lynds,2055,0
057121150X,Faber and Faber,,PS3612.A28 F38 2005,Fat pig,84,New York,0,28.85714286,2005,0,700,270,0,0,729,0,Neil LaBute,2213,0
1572705647,"The Audio Partners, Mystery Masters",,,Hickory Dickory Dock,,,59,65.16666667,2006,0,1327,0,0,0,0,0,Agatha Christie,1965,0
006074104X,Perennial Currents,152.47082 L47d 2005,BF575.A5 L47 2005,The dance of anger,239,"New York, NY",0,3.5,2005,0,1012,53,205,0,19,0,Harriet Goldhor Lerner,790,0
1563054426,Workman Pub.,[E],PZ8.3.B7 Bar 1993,Barnyard dance!,,New York,0,70.5,1993,0,1080,270,64,0,729,1,Sandra Boynton,2026,0
006091646X,Harper,,,The Dance of Intimacy,272,,0,4.25,1990,0,1146,0,0,31,0,0,Harriet Goldhor Lerner,790,0
1400042534,Everyman's Library,823/.912,PR6025.A86 A6 2004,Collected stories,839,New York,0,56.66666667,2004,0,763,270,252,0,729,0,W. Somerset Maugham,1608,0
037572463X,Vintage International,823/.914,PR6025.A86 T44 2001,Theatre,292,New York,0,20.22222222,2001,0,1128,270,324,0,729,89,W. Somerset Maugham,1608,0
8466302204,Distribooks,,,Violin,,,0.5,61.35714286,2002,0,816,0,0,0,0,0,Anne Rice,523,4
5559609129,Alfred A. Knopf,,,Vittorio,,,0,0,2005,0,1344,0,0,35,0,0,Anne Rice,523,4
8466302948,Distribooks,,,Pandora,,,1,64.22222222,2002,0,816,0,0,0,0,0,Anne Rice,523,4
8466615717,Ediciones B,,,El santuario,608,,0,0,2006,0,744,0,0,0,0,0,Anne Rice,523,4
1905176260,Mongoose Publishing,,,Starship Troopers RPG,160,,0,0,2006,0,486,0,0,0,0,0,J. C. Alvarez,1299,0
031287751X,Tor Books,,,Lovelock (Mayflower Trilogy),288,,0,0,2001,0,31,0,0,11,0,0,Orson Scott Card,1266,4
006109398X,HarperTorch,,,Treasure Box,384,,38,16.66666667,2005,0,226,0,0,0,0,0,Orson Scott Card,1266,4
1573456632,Shadow Mountain,813/.54,,Stone tables,432,"Salt Lake City, Utah",1,80.42857143,2000,0,927,236,345,0,0,667,Orson Scott Card,1266,4
023112189X,Columbia University Press,813/.52,PS3511.A86 S86 1999,William Faulkner,208,New York,20.5,0,1999,0,105,270,69,0,729,0,Nicolas Tredell,1527,0
1841490237,Orbit,,,Prentice Alvin (The Tales of Alvin Maker),352,,0,0,1991,0,89,0,0,2,0,0,Orson Scott Card,1266,4
158297103X,F & W Pubns Inc,808,,How to Write Science Fiction & Fantasy,,,0,68.66666667,,0,872,0,43,0,0,0,Orson Scott Card,1266,4
1400065879,Random House,956.9405/4092,DS126.6.S42 H4413 2006,Ariel Sharon,490,New York,1,1.4,2006,0,803,270,301,32,729,0,Nir Hefez,302,0
1400054877,Three Rivers Press,813/.6,PS3613.A57 A64 2004,"Angry black white boy, or, The miscegenation of Mason Detornay",335,New York,38,24,2004,0,1234,270,287,0,729,205,Adam Mansbach,337,0
019280149X,Oxford University Press,823.8,PR4745.A2 F3 2002,Far from the madding crowd,433,Oxford,12.2,6.846153846,2002,0,152,16,322,0,0,0,Thomas Hardy,783,0
1591024501,Prometheus Books,,,Slaughterhouse,328,,35,0,2006,0,447,0,0,0,0,0,Gail A. Eisnitz,926,0
043974685X,Scholastic,[Fic],PZ7.M43369 In 2003,"Inky, the indigo fairy",67,New York,0,37,2003,0,1273,270,236,0,729,4,Daisy Meadows,1589,0
043973861X,Scholastic Inc.,,,Rainbow Magic #1: Ruby The Red Fairy,80,,0,0,2005,0,1712,0,0,0,0,0,Daisy Meadows,1589,0
158117134X,Piggy Toes Press,,,What makes a rainbow?,,"Santa Monica, Calif",0,0,2000,0,689,345,0,0,0,0,Betty Ann Schwartz,1216,0
1406932167,Hard Press,,,The League of the Scarlet Pimpernel,200,,12,17.6,2006,0,67,0,0,0,0,0,Baroness Emmuska Orczy,717,0
1579652522,Artisan,641.595,TX724.5.A1 A455 2005,Mangoes & curry leaves,,New York,0,28.33333333,2005,0,441,270,398,0,729,0,Jeffrey Alford,2004,0
1904920357,Kyle Books,,,"50 Great Curries of India, Tenth Anniversary Edition",224,,0,167,2006,0,1459,0,0,0,0,0,Camellia Panjabi,97,0
337901706X,"Reclam, Leipzig",,,Also sprach Zarathustra. Ein Buch für Alle und Keinen.,371,,0,0,2000,0,874,0,0,0,0,0,Friedrich Nietzsche,1019,0
061861169X,Houghton Mifflin,,PZ7.V266 Po 2005,The Polar Express,,Boston,0,15.34782609,2005,0,280,6,0,0,3,0,Chris Van Allsburg,597,0
061847790X,Houghton Mifflin,[Fic],PZ7.W4472 Tr 2004,Trip to the North Pole,119,Boston,0,31.61538462,2004,0,280,6,236,0,3,4,Ellen Weiss,2280,0
1844164039,Games Workshop,,,"The Ultramarines Omnibus (Warhammer 40,000 Omnibus)",768,,0,5.5,2006,0,1629,0,0,0,0,0,Graham McNeill,2264,0
1593076193,Dark Horse,,,Star Wars Omnibus,288,,0,167,2006,0,728,0,0,0,0,0,Ryder Windham,792,0
1844164160,Games Workshop,,,The Soul Drinkers Omnibus,768,,0,167,2006,0,1629,0,0,0,0,0,Ben Counter,1399,0
075821037X,Kensington,,,The Man Who Loved Jane Austen,291,,0,2,2006,0,829,0,0,2,0,0,Sally Smith O'Rourke,1875,0
1840220554,Wordsworth Editions Ltd,,,The Complete Novels of Jane Austen,1440,,0,0,2005,0,48,0,0,0,0,0,Jane Austen,1451,0
1565120558,Algonquin Books of Chapel Hill,823/.7,PR4034 .H57 1993,The history of England,33,"Chapel Hill, N.C",42,42.5,1993,0,706,29,106,2,0,0,Jane Austen,1451,0
1590172191,New York Review Books,,,Dante,194,New York,0,0,2007,0,58,270,0,0,729,0,"Auerbach, Erich",2009,0
1400092965,Debolsillo,,,Me alquilo para sonar (Taller De Guion De  Vol 62),224,,0,0,2004,0,580,0,0,0,0,0,Gabriel Garcia Márquez,778,0
047119705X,Wiley,,,Silent Running,282,,18,17.28571429,1997,0,1134,0,0,0,0,0,James F. Calvert,1164,0
9681317084,Editorial Diana,,,La increible y triste historia de la candida Erendira y de su abuela desalmada,157,"Mexico, D.F",0,0,1986,0,649,105,0,0,0,0,Gabriel Garcia Márquez,778,0
067972205X,Vintage International,910.09163,G530.V442 G3713 1989,The story of a shipwrecked sailor,106,New York,0,1,1989,0,1128,270,426,0,729,0,Gabriel Garci a Ma rquez,1098,0
1861977492,Profile Books Ltd,,,With One Lousy Free Packet of Seed,224,,0,70.5,2004,0,574,0,0,0,0,0,Lynne Truss,1157,0
9875801445,Planeta,,,El Dia Que Nietzche Lloro,,,0,0,2006,0,299,0,0,0,0,0,Irvin D. Yalom,545,0
8125026606,Orient Longman,,,Nietzche for Beginners,192,,0,0,2004,0,1318,0,0,0,0,0,Marc Sautet,552,0
3150071232,Reclam,,B3313.Z73 G48 1993,Zur Genealogie der Moral,187,Stuttgart,0,96.66666667,1993,0,1209,254,0,0,0,0,Friedrich Nietzsche,1019,0
3150071313,Philipp Reclam jun.,111/.85,B3313.G42 E55 1993,"Die Geburt der Tragödie, oder, Griechenthum und Pessimismus",175,Stuttgart,0,0.142857143,1993,0,988,254,182,0,0,0,Friedrich Nietzsche,1019,0
1405161604,Blackwell Pub.,,PN1992.77.S665 S68 2007,South Park and philosophy,273,"Malden, MA",0,0,2007,0,562,176,0,0,0,0,Robert Arp,579,0
019514581X,"Oxford University Press, USA",,,Philosophy of Mind,688,,0,0,2002,0,1427,0,0,0,0,0,David J. Chalmers,1526,0
019929609X,Oxford University Press,320.01,JA71 .W67 2006,An introduction to political philosophy,,New York,0,1,2006,0,152,270,80,0,729,0,Jonathan Wolff,1314,0
184046576X,Icon Books,,,Introducing philosophy,176,Royston,0,1,2004,0,1115,158,0,0,0,0,Dave Robinson,900,0
081269502X,Open Court,791.43/72,PN1997.M395 M38 2002,The matrix and philosophy,280,Chicago,0,81.4,2002,0,877,323,173,0,0,0,William Irwin,204,0
019875275X,Clarendon,,B72 .K445 2004,A new history of Western philosophy,,Oxford,0,50.6,2004,0,973,16,0,0,0,0,Anthony John Patrick Kenny,615,0
002346450X,Macmillan,,B659.C2 E59,The consolation of philosophy,134,New York,0,23.82142857,1962,0,113,270,0,0,729,0,Boethius,2188,0
031601334X,"Back Bay Books : Little, Brown",813/.54,PS3558.E4753 P48 2007,Philosophy made simple,277,New York,14,49.58333333,2007,0,380,270,345,0,729,667,Robert Hellenga,2144,0
078511677X,Marvel Comics,741.5/973,PN6728.X2 W44 2005,Astonishing X-Men.,,New York,0,16.81818182,2005,0,1103,270,262,0,729,0,Joss Whedon,2034,0
078512019X,Marvel Comics,741.5/973,PN6728.X2 V38 2006,Ultimate X Men.,,New York,0,21,2006,0,1103,270,262,0,729,0,Brian K. Vaughan,1165,0
1569319499,Viz,741.5,,X/1999,190,"Los Angeles, Calif",0,42,2003,0,1219,23,229,0,0,0,CLAMP,646,0
1569319502,Viz Comics,741.5/952,PN6790.J33 C6313 v.2 2003,X/1999.,180,"San Francisco, CA",1,0.333333333,2003,0,936,325,222,0,0,0,,0,0
9861146091,Dong li chu ban she you xian gong si,,,Gang zhi lian jin shu shi.,179,Taibei Shi,0,27.375,2004,0,108,312,0,0,0,0,Hiromu Arakawa,1423,0
9861146148,Dong Li,,,Fullmetal Alchemist (Gang Zhi Lian Jin Shu Shi in Traditional Chinese) (Volume 6),,,0,0,2005,0,529,0,0,0,0,0,,0,0
9861156534,Dong li chu ban she you xian gong si,,,Gang zhi lian jin shu shi.,182,Taibei Shi,0,27.375,2005,0,108,312,0,0,0,0,Hiromu Arakawa,1423,0
9861146121,Dong Li,,,Fullmetal Alchemist (Gang Zhi Lian Jin Shu Shi in Traditional Chinese) (Volume 4),,,0,0,2005,0,529,0,0,0,0,0,,0,0
986114613X,Dong Li,,,Fullmetal Alchemist (Gang Zhi Lian Jin Shu Shi in Traditional Chinese) (Volume 5),,,0,0,2005,0,529,0,0,0,0,0,,0,0
9861146105,Dong Li,,,Fullmetal Alchemist (Gang Zhi Lian Jin Shu Shi in Traditional Chinese) (Volume 2),,,0,0,2005,0,529,0,0,0,0,0,,0,0
9861146156,Dong Li,,,Fullmetal Alchemist (Gang Zhi Lian Jin Shu Shi in Traditional Chinese) (Volume 7),,,0,0,2005,0,529,0,0,0,0,0,,0,0
1598166743,Tokyopop,,PN6790.J33 Y6613 2006,Trinity blood,,Hamburg,0,70,2006,0,1320,106,0,0,0,0,Sunao Yoshida,851,0
158134449X,Crossway Books,223/.106,BS1415.54 .M27 2002,The gospel according to Job,448,"Wheaton, Ill",0,0.5,2002,0,910,58,13,0,0,0,Mike Mason,1583,0
1582433410,Counterpoint,823/.912,PR6023.A93 Z9574 2005b,D.H. Lawrence,518,New York,0,0.25,2005,0,334,270,252,0,729,0,John Worthen,1990,0
1853264172,Wordsworth Editions,,,The works of D.H. Lawrence,352,"Ware, Hertfordshire, England",0,1,1994,0,617,48,0,0,0,0,D. H. Lawrence,1010,0
014303961X,Penguin Books,823/.912,PR6023.A93 L3 2006,Lady Chatterley's lover,363,New York,42,44,2006,0,397,270,252,1,729,0,D. H. Lawrence,1010,0
015603154X,Harcourt,813/.54,PS3562.E8544 A8 2005,Amnesia moon,247,"Orlando, Fla",6,0.5,2005,0,220,288,345,0,0,667,Jonathan Lethem,1822,1
019512121X,"Oxford University Press, USA",,,The Great Wave,552,,0,21.25,1999,0,1427,0,0,0,0,0,David Hackett Fischer,2208,0
1567313450,MJF Books,,,All Creatures Great and Small/All Things Bright and Beautiful,,,0,135,1999,0,1272,0,0,0,0,0,James Herriot,590,0
1400033179,Anchor,,,A Year at the Races,304,,0,2.666666667,2005,0,582,0,0,0,0,0,Jane Smiley,1372,0
3548601316,Ullstein TB-Vlg,,,Ali und Nino.,271,,0,16.5,2002,0,76,0,0,0,0,0,Kurban Said,655,0
1933397497,Felony & Mayhem,,,Belshazzar's Daughter (Felony & Mayhem Mysteries) (Inspector Ikmen Mysteries),201,,0,30.8,2006,0,112,0,0,0,0,0,Barbara Nadel,2085,0
1570671044,Book Publishing Company (TN),,,Spiritual Midwifery,480,,4,44.88888889,2002,0,1675,0,0,0,0,0,Ina May Gaskin,813,0
1570671818,Book Publishing Company (TN),,,Monday Night Class,192,,0,201,2005,0,1675,0,0,0,0,0,Stephen Gaskin,2056,0
1841191086,Constable and Robinson,,,The Crocodile on the Sandbank,302,,0,167,1999,0,1574,0,0,0,0,0,Elizabeth Peters,1620,2
1841191094,Constable and Robinson,,,The Curse of the Pharaohs,320,,0,18.5,2000,0,1574,0,0,0,0,0,Elizabeth Peters,1620,2
1933615036,America's Test Kitchen,,,The Best American Classics,421,,0,0,2006,0,1101,0,0,0,0,0,,0,0
1421506742,Viz Media,741.5/952,PN6790.J33 W3878 2006,Rurouni Kenshin,176,San Francisco,1,54.22222222,2006,0,448,201,222,0,1,0,Nobuhiro Watsuki,1027,0
1591164591,Viz,741.5/952,PN6790.J33 T3387 2004,Ranma 1/2.,182,San Francisco,1,25.23529412,2004,0,1219,201,222,0,1,0,Rumiko Takahashi,2196,0
1580070914,Specialty Press,,UG1242.F5 G64263 2006,Sukhoi Su-27 Flanker,104,"North Branch, MN",2.5,17,2006,0,1646,292,0,0,0,0,E. Gordon,885,0
9875661708,Debolsillo,,,Choke,,,0,9.25,2006,0,580,0,0,0,0,0,Chuck Palahniuk,1657,6
037377172X,Harlequin,,,Call After Midnight & Under The Knife,560,,0,167,2006,0,931,0,0,0,0,0,Tess Gerritsen,658,5
034545894X,Ballantine Books,,,Body double,391,New York,17,40.4,2005,0,449,270,0,59,729,0,Tess Gerritsen,658,5
1400062454,Random House,,RA,The family that couldn't sleep,299,"New York, NY",0,0,2007,0,803,53,0,32,19,0,D. T. Max,2001,0
1593074069,Dark Horse,,,Eden Volume 1: It's An Endless World! (Eden: It's an Endless World!),216,,0,37,2005,0,728,0,0,0,0,0,Hiroki Endo,8,0
1595328408,TokyoPop,,,BLAME! Volume 7,210,,0,167,2007,0,934,0,0,0,0,0,Tsutomu Nihei,292,0
1595328416,TokyoPop,,,BLAME! Volume 8,216,,0,167,2007,0,934,0,0,0,0,0,Tsutomu Nihei,292,0
2723431029,Glénat,,,"Blame, tome 1",245,,0,0,2002,0,1084,0,0,0,0,0,Tsutomu Nihei,292,0
034549279X,Del Rey/Ballantine,,PN6790.J33 O3313 2006,Air gear,,New York,0,1.666666667,2006,0,943,270,0,0,729,0,Oh! Great.,1268,0
1932442529,Green Ronin Publishing,,,Mutants & Masterminds,256,,0,0,2005,0,186,0,0,0,0,0,,0,0
155652398X,A Cappella,791.43/028/092,PN2287.D33 D3 2001,James Dean,,"Chicago,IL",35,2,2001,0,13,291,271,0,0,0,"Dalton, David",1479,0
3462033360,Kiepenheuer & Witsch,,,Der Vogel ist ein Rabe,128,,0,0,2003,0,1040,0,0,0,0,0,,0,0
849531178X,Mestas Ediciones,,,El Retrato De Dorian Gray / The Picture of Dorian Gray (Clasicos Universales / Universal Classics),250,,0,0,2006,0,396,0,0,0,0,0,Oscar Wilde,387,0
074348505X,Washington Square Press,,,"Henry IV, Part II (Folger Shakespeare Library)",338,,0,0,2005,0,949,0,0,0,0,0,William Shakespeare,1811,0
1904271065,Arden,,,"King Henry IV, Part 2",,,25,34.85714286,1967,0,21,0,0,0,0,0,John Martin Russell,94,0
032118274X,Longman,,,"Henry IV, Parts I & II",288,,0,0,2007,0,136,0,0,0,0,0,William Shakespeare,1811,0
3453108159,Heyne,,,Chase.,175,,0,0,1996,0,1382,0,0,0,0,0,Dean Ray Koontz,1485,10
140007598X,Anchor,,,Shakespeare,572,,0,0.25,2006,0,582,0,0,0,0,0,Peter Ackroyd,1215,0
044661162X,Warner Vision Books,,CPB Box no. 2107 vol. 7,Chasing the dime,436,"New York, NY",0,17.22222222,2003,0,894,53,0,0,19,0,Michael Connelly,1264,10
1853261408,Wordsworth Editions Ltd,,,Tales from Shakespeare (Wordsworth Children's Classics) (Wordsworth Children's Classics),224,,0,0.5,1999,0,48,0,0,0,0,0,Charles Lamb,566,0
032109333X,Pearson Longman,822.3/3,PR2755 .B4 2004,The complete works of Shakespeare,,New York,0,53.33333333,2004,0,1210,270,121,0,729,0,William Shakespeare,1811,0
1593080646,Barnes & Noble Classics,,,Essential Tales and Poems of Edgar Allan Poe (Barnes & Noble Classics),688,,0,0,2004,0,1520,0,0,0,0,0,Edgar Allan Poe,1106,0
1883011388,Library of America,818/.309,PS2602  1996,"Poetry, tales, and selected essays",1506,New York,0,83.5,1996,0,654,270,102,0,729,0,Edgar Allan Poe,1106,0
1593081804,Barnes & Noble Classics,,,The Metamorphosis and Other Stories (Barnes & Noble Classics Series) (Barnes & Noble Classics),224,,0,8.428571429,2004,0,1520,0,0,0,0,0,Franz Kafka,1755,0
1557131775,Sun & Moon Press,839.8/236,PZ3.H1903 Vi 1994,Victoria,155,Los Angeles,3,19,1994,0,313,238,49,0,0,0,Knut Hamsun,746,0
1931243190,Green Integer,,,"The Last Joy (Green Integer Books, 115)",279,,0,167,2003,0,1453,0,0,0,0,0,Knut Hamsun,746,0
006093316X,HarperPerennial,,,The great and secret show,658,New York,0,1.5,1999,0,583,270,0,0,729,0,Clive Barker,1587,0
3442440874,Goldmann,,,Das Gesetz der Väter.,,,0,0,1998,0,1367,0,0,0,0,0,Scott Turow,984,2
037575718X,Modern Library,823/.8,PR4747 .A1 2000,The return of the native,426,New York,28,4.933333333,2000,0,1343,270,138,0,729,0,Thomas Hardy,783,0
2253171174,LGF,,,La Loi de nos pères,,,0,0,2000,0,1588,0,0,0,0,0,Scott Turow,984,2
074352005X,Simon & Schuster Audio,,,LT's Theory of Pets,,,2,57.33333333,2001,0,1277,0,0,0,0,0,Stephen King,235,10
8401474728,"Plaza & Janes Editores, S.A.",,,Carretera Maldita,,,35,5.4,1998,0,1053,0,0,0,0,0,Stephen King,235,10
8408042432,Planeta,,,El talisman,,,7,6.222222222,2003,0,299,0,0,0,0,0,Stephen King,235,10
8497594290,Debolsillo,,,El umbral de la noche. - 2. ed.,,,0,0,2012,0,580,0,0,0,0,0,,0,0
8427011504,Planeta Pub Corp,,,Rabia,,,1.166666667,0.125,1995,0,68,0,0,0,0,0,Stephen King,235,10
067077605X,Viking Adult,,,"Desperation/Regulators, The 2-copy combination package",1,,0.8,7.25,1996,0,1054,0,0,3,0,0,Stephen King,235,10
1929068034,Sholom Aleichem Family Publications,,,Tevye's Daughters,324,,0,0,1999,0,450,0,0,0,0,0,Sholem Aleichem,614,0
1558614982,The Feminist Press,813/.54,PS3563.A7223 B7 2006,"Brown girl, brownstones",,New York,38,63.28571429,2006,0,1505,270,345,0,729,667,Paule Marshall,1908,0
3499137305,Rowohlt Tb.,,,V.,528,,0,67.77777778,1994,0,337,0,0,0,0,0,Thomas Pynchon,1382,2
1904633382,Collector's Library,,,The Iliad,542,,0,0,2004,0,1540,0,0,0,0,0,Andrew Lang,1661,0
1590171454,New York Review Books,883/.01,PA4037 .W3513 2005,War and the Iliad,121,New York,0,0,2005,0,58,270,377,0,729,0,Simone Weil,1472,0
1598184547,Aegypan,,,From the Earth to the Moon,136,,0,62,2006,0,1038,0,0,0,0,0,Jules Verne,507,0
1589630947,Fredonia Books (NL),,,The Lighthouse at the End of the World,260,,0,0,2001,0,1583,0,0,0,0,0,Jules Verne,507,0
1885586426,Helen Marx Books,,,World of Jules Verne,85,,0,0,2006,0,459,0,0,0,0,0,Gonzague Saint Bris,1131,0
1410103277,Fredonia Books (NL),,,The End of Nana Sahib,276,,0,0,2003,0,1583,0,0,0,0,0,Jules Verne,507,0
1410102157,Fredonia Books (NL),,,Adrift in the Pacific,300,,0,0,2003,0,1583,0,0,0,0,0,Jules Verne,507,0
155874374X,Health Communications,306.7,HQ801 .D4497 1995,Intimate communion,270,"Deerfield Beach, Fla",0,87.2,1995,0,1542,299,219,0,0,0,David Deida,2130,0
1853268380,Universal Sales Marketing,,,Tess of the Durbervilles,368,,29.5,3.875,1994,0,262,0,0,0,0,0,Thomas Hardy,783,0
156025114X,Thunder's Mouth Press,,,On the Bus,195,,35,28.33333333,1997,0,777,0,0,0,0,0,Paul Perry,1780,0
1594862958,Rodale,,,New rules,230,"Emmaus, Pa",0,72.25,2005,0,467,341,0,0,0,0,Bill Maher,38,0
140121195X,DC Comics,,,Outsiders,192,,0,121.5,2007,0,1613,0,0,0,0,0,Judd Winick,240,0
1557091625,Applewood Books,[Fic],PZ7.K23 Nau 1996,Nancy's mysterious letter,209,"Bedford, Mass",0,69.66666667,1996,0,944,224,236,0,0,4,Carolyn Keene,336,0
1557091617,Applewood Books,[Fic],PZ7.K23 Cl 1994,The clue in the diary,202,"Bedford, Mass",0,60.2,1994,0,944,224,236,0,0,4,Carolyn Keene,336,0
1557091552,Applewood Books,[Fic],PZ7.K23 Sec 1991,The Secret of the Old Clock,210,"Bedford, MA",0,8.375,1991,0,944,81,236,0,0,4,Carolyn Keene,336,0
1557092648,Applewood Books,,,The Mystery of the Moss-Covered Mansion,215,,0,167,2003,0,944,0,0,0,0,0,Carolyn Keene,336,0
